"reaction_type","content_id","datetime","content_type","category","sentiment","score"
"dislike","990ad477-b9eb-4ea6-9ec8-3f941f53b758","2020-10-09 00:37:10","audio","animals","negative",10
"dislike","02fa1c4f-722d-46d2-a85e-e5b136b5f3bc","2021-02-03 08:07:48","video","cooking","negative",10
"dislike","d90a34f1-60ed-4a79-b7bf-fd22efa12e4c","2021-02-11 00:34:48","photo","travel","negative",10
"dislike","b27bfcfe-64df-499e-b60f-f93d2200c589","2021-01-15 08:04:09","video","soccer","negative",10
"dislike","7cace87f-53ff-40c0-99f5-abbc5b8f86d6","2021-02-11 01:57:07","GIF","cooking","negative",10
"dislike","fc462e49-0f19-4601-9f92-a31c9542887c","2020-10-12 03:02:42","GIF","education","negative",10
"dislike","82145a60-013e-4d96-81a5-399af8618158","2020-08-19 16:56:49","audio","food","negative",10
"dislike","fa337cb5-179a-4f92-a085-e6b3c60e2854","2020-07-04 18:31:18","audio","food","negative",10
"dislike","2363df47-ee8b-433d-bbfc-34d5ac57e2aa","2020-06-30 19:42:21","audio","travel","negative",10
"dislike","1735c0ee-4834-4428-8e6c-014e8fd44bc5","2020-10-04 01:13:41","video","technology","negative",10
"dislike","4b6d1c04-e75d-4e96-b5f7-f49c4af8d89b","2021-01-29 16:46:30","audio","veganism","negative",10
"dislike","f4e3840e-bb71-40c2-afc5-9408d842646d","2020-12-06 18:13:12","photo","healthy eating","negative",10
"dislike","4b6d1c04-e75d-4e96-b5f7-f49c4af8d89b","2020-07-18 19:45:01","audio","veganism","negative",10
"dislike","273cb565-8c43-428e-bd2b-46ae0c2ae046","2020-09-09 16:50:28","GIF","animals","negative",10
"dislike","daab7b1a-fc8d-473e-bbf3-b29f4185ae56","2020-11-26 03:30:51","video","science","negative",10
"dislike","a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615","2020-11-19 13:38:42","video","dogs","negative",10
"dislike","6cbac852-fec6-49e2-95db-d62edeb477d0","2021-05-07 07:22:05","video","healthy eating","negative",10
"dislike","fa337cb5-179a-4f92-a085-e6b3c60e2854","2020-12-14 09:21:03","audio","food","negative",10
"dislike","d90a34f1-60ed-4a79-b7bf-fd22efa12e4c","2021-02-03 15:43:18","photo","travel","negative",10
"dislike","26a2a058-3806-42ef-b1e4-24c6b64f9bdb","2020-11-14 00:40:43","audio","healthy eating","negative",10
"dislike","fd060448-7b3e-4626-b3ca-44bfe764e26f","2021-02-06 16:06:40","photo","cooking","negative",10
"dislike","3c092e34-bac9-4e63-a7fa-0608fb73914f","2020-12-22 12:37:45","video","soccer","negative",10
"dislike","6ccf94b4-f549-4d17-a1d0-3bf7656bce81","2021-02-15 14:09:53","video","animals","negative",10
"dislike","f361cc99-64f0-4a7c-ad49-945ff01abaa6","2021-03-29 14:35:21","photo","dogs","negative",10
"dislike","581634a6-14c7-4c0a-8c7f-34238e58cf6a","2020-12-27 11:31:37","GIF","veganism","negative",10
"dislike","1dec5263-8a54-43fb-bfbe-a388d2919e74","2021-03-02 04:51:09","GIF","food","negative",10
"dislike","f98dde71-ce1d-4f6c-bb05-ae05779d2207","2021-02-28 16:15:40","GIF","soccer","negative",10
"dislike","1cd59d79-a2ca-4a99-92aa-2775117c4589","2021-02-05 10:22:56","audio","science","negative",10
"dislike","4fa14453-7b29-4302-b51f-9aa23b472c1b","2021-04-13 04:44:45","audio","animals","negative",10
"dislike","ecbba40a-93f2-470a-b565-938f61f527a7","2020-08-19 19:07:41","audio","public speaking","negative",10
"dislike","41bc0418-db4b-48b4-ada6-18eda999cd25","2020-08-10 21:33:05","video","travel","negative",10
"dislike","9c6b0084-60ba-4e88-a0c7-ba0f61ec2c11","2021-06-13 11:30:23","audio","cooking","negative",10
"dislike","75d6b589-7fae-4a6d-b0d0-752845150e56","2021-01-26 05:08:11","audio","technology","negative",10
"dislike","1cd59d79-a2ca-4a99-92aa-2775117c4589","2020-07-25 04:33:03","audio","science","negative",10
"dislike","bc604b62-adbc-4c93-a2ae-602160714d1c","2020-07-15 06:59:45","photo","cooking","negative",10
"dislike","9ee8836d-af4b-46ad-8869-4e0b1dedff7d","2021-05-18 14:18:37","audio","tennis","negative",10
"dislike","96ece45a-89e4-4cf8-b216-c860bf8e158e","2020-08-04 04:42:11","photo","food","negative",10
"dislike","da527dd0-4b7d-40a2-9fc6-89ef7c91fd87","2021-04-19 12:36:40","GIF","culture","negative",10
"dislike","a287c7ad-f5c8-4d87-940b-b7b24e2b42ac","2020-09-23 04:24:07","video","fitness","negative",10
"dislike","590873fc-e921-4396-a173-a43451675afc","2021-05-23 16:37:12","GIF","studying","negative",10
"dislike","70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6","2020-11-13 13:14:59","video","cooking","negative",10
"dislike","0adb9a94-210a-4e84-bca1-13db9452ff0e","2020-10-08 17:53:31","video","healthy eating","negative",10
"dislike","04e1996d-ccb3-4b19-923a-8dc2a52e4bd4","2020-11-25 09:06:29","audio","education","negative",10
"dislike","3fe1e6e6-6d1d-43f5-9c25-7d0a1c14744d","2021-02-04 03:19:16","video","soccer","negative",10
"dislike","1429467d-e8a2-4292-bd46-921e8bd87b30","2020-08-07 02:54:22","video","public speaking","negative",10
"dislike","4e659bd8-44b6-41a3-893c-c528474a29c9","2021-03-23 20:28:01","video","education","negative",10
"dislike","c54b49c4-b1f2-4641-8595-1cbd19937845","2020-10-28 05:40:46","photo","science","negative",10
"dislike","0f1cb5c0-ac2a-4c8a-9fb9-115d60493247","2021-02-09 16:08:35","GIF","veganism","negative",10
"dislike","697af362-e84b-4429-b4ea-4123c6ab44ba","2021-04-10 09:38:21","video","science","negative",10
"dislike","03344240-df23-421d-b0e3-4fac72fe6cd8","2021-01-28 17:31:57","video","fitness","negative",10
"dislike","af373863-f9df-4330-b423-d2b802b30d6e","2020-09-27 17:58:45","video","food","negative",10
"dislike","1b6f05f1-df9e-4ad4-989e-029baf20478f","2020-08-27 01:40:21","audio","fitness","negative",10
"dislike","9ee8836d-af4b-46ad-8869-4e0b1dedff7d","2021-06-13 05:40:42","audio","tennis","negative",10
"dislike","fd060448-7b3e-4626-b3ca-44bfe764e26f","2020-08-08 07:13:32","photo","cooking","negative",10
"dislike","e4306fd4-391c-4016-8b5f-98594bb647a0","2020-12-08 00:21:38","audio","healthy eating","negative",10
"dislike","350e0d40-e036-459c-9cbe-73e003c33cfa","2020-07-09 10:48:39","photo","technology","negative",10
"dislike","51a26a10-6973-4882-aa88-98b53978ce01","2021-01-30 17:15:22","audio","veganism","negative",10
"dislike","af373863-f9df-4330-b423-d2b802b30d6e","2020-09-28 00:17:00","video","food","negative",10
"dislike","f9c0a47d-c96d-4457-a1be-aa7642ea38c1","2021-02-25 03:12:50","photo","culture","negative",10
"dislike","497da46d-d5d5-45b0-827a-f2b75d7bf4c2","2021-04-18 23:51:22","photo","culture","negative",10
"dislike","e949f4c9-81b0-44dd-8a69-0c233134bccd","2021-06-05 07:46:19","audio","culture","negative",10
"dislike","00d0cdf9-5919-4102-bf84-ebde253c3cd2","2021-06-18 02:00:03","audio","healthy eating","negative",10
"dislike","e1792fe6-28e0-49fc-8b01-0e027461d8b5","2020-07-24 18:10:09","GIF","technology","negative",10
"dislike","116451da-4b67-4bcb-b43b-b19a914e0d36","2021-02-23 09:38:23","video","food","negative",10
"dislike","25c8f882-464d-4465-9ed2-e7f7706c1775","2020-07-16 02:50:13","audio","healthy eating","negative",10
"dislike","5403a041-447d-42c1-a9f2-3c525449b3b8","2021-03-19 18:57:38","video","public speaking","negative",10
"dislike","fbd8f70d-d62d-42e8-9508-9f5815ab578c","2021-03-15 09:04:45","video","education","negative",10
"dislike","02ba5af1-784a-44cc-ae3a-14833c4a2237","2020-10-09 01:06:37","video","healthy eating","negative",10
"dislike","bb9dcde7-55bb-4fb8-b349-caa58fb08823","2020-12-25 09:35:34","GIF","healthy eating","negative",10
"dislike","116451da-4b67-4bcb-b43b-b19a914e0d36","2021-04-07 14:40:31","video","food","negative",10
"dislike","80d4bec9-6441-41a2-be74-0eec3e5317ef","2021-03-13 19:53:30","video","tennis","negative",10
"dislike","74989207-b147-4a13-89b8-f0d868dfdf4a","2020-12-31 23:00:25","audio","science","negative",10
"dislike","bc604b62-adbc-4c93-a2ae-602160714d1c","2020-10-10 01:36:35","photo","cooking","negative",10
"dislike","041bf6c9-8b33-4ca0-a787-762eb8837d0c","2021-03-04 14:31:41","GIF","food","negative",10
"dislike","6ddba21a-cc51-4bbd-b38d-02df5cec5f68","2021-01-28 02:15:34","audio","culture","negative",10
"dislike","da8f7258-6757-4a7e-892e-a16b925ef83b","2021-03-08 22:16:51","photo","cooking","negative",10
"dislike","409aa11d-5af3-4a70-9da1-482857f5835e","2020-09-22 04:36:40","GIF","fitness","negative",10
"dislike","56b0b1ab-a07c-4379-b699-80ccc8689c85","2020-07-09 08:36:19","video","culture","negative",10
"dislike","9c8be342-6cff-4d80-bf94-fd0fd8ccd845","2020-12-28 18:01:54","video","dogs","negative",10
"dislike","6547f69d-891d-4e1c-bd69-fc8735b8fca8","2020-11-18 22:30:02","video","science","negative",10
"dislike","2c5a6a94-7291-409b-ba32-ba34c5ad7c0e","2020-10-28 04:10:12","photo","fitness","negative",10
"dislike","436536b2-6d05-4e20-af6e-cade48b4bcf9","2020-07-27 02:37:23","audio","cooking","negative",10
"dislike","f3e9785c-d4e0-4258-a876-4d58ddb38790","2020-08-29 22:57:00","GIF","studying","negative",10
"dislike","80f6df7f-517f-4f0e-b6cb-004d61ad2bc8","2020-12-06 18:05:55","photo","animals","negative",10
"dislike","5c7fa152-9628-471d-b715-84e15c4b5d38","2021-02-12 00:31:42","audio","tennis","negative",10
"dislike","8b1bfacc-00fd-4f6e-b647-6ecfe2b7ce69","2020-10-23 19:09:30","photo","science","negative",10
"dislike","cafddd25-5653-4219-8dc7-a3eae45ea926","2020-10-20 05:50:07","video","fitness","negative",10
"dislike","bea01dba-56f4-4d26-82a1-9b13fb382d89","2020-09-10 07:17:39","photo","dogs","negative",10
"dislike","4bfc9824-aaeb-4695-8195-945686795b30","2021-02-14 15:50:51","video","public speaking","negative",10
"dislike","29d7781c-9302-4269-91f3-c23afb33467a","2021-01-14 22:38:14","video","public speaking","negative",10
"dislike","56b0b1ab-a07c-4379-b699-80ccc8689c85","2020-08-24 02:09:56","video","culture","negative",10
"dislike","98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2","2020-07-10 12:20:26","photo","technology","negative",10
"dislike","b2344491-76af-4b2c-b569-e9af85298b30","2021-03-03 01:47:08","video","culture","negative",10
"dislike","f24f469f-53f1-4901-b6c5-18827ae0a103","2021-02-19 14:03:42","photo","culture","negative",10
"dislike","2d0926be-9a29-4e6c-b342-815c70172214","2020-09-15 22:46:54","GIF","animals","negative",10
"dislike","7df4b13f-c41a-4c81-88fb-213a6a96acc5","2020-10-01 07:45:10","audio","culture","negative",10
"dislike","6aa06c00-d796-43c3-816d-70f21fe58f80","2021-05-19 03:37:15","audio","science","negative",10
"dislike","8490c29c-177f-4c21-9d37-d509f9287f30","2021-01-18 11:44:42","GIF","tennis","negative",10
"dislike","501b2f88-999b-4ad9-b2f5-4b9c36a31259","2021-06-04 12:17:11","photo","cooking","negative",10
"dislike","a739e02a-5d83-4e0e-b306-740652cf700a","2020-12-13 08:12:21","video","science","negative",10
"dislike","edea43f3-1541-4e42-8419-d1cdf749025c","2020-07-03 19:08:05","photo","cooking","negative",10
"dislike","8caec934-9519-47de-8dd4-b6d65e279661","2021-04-28 18:12:48","audio","public speaking","negative",10
"dislike","87958932-6baf-4339-b01b-6112d9b180ed","2020-06-24 16:09:44","audio","culture","negative",10
"dislike","74718bbf-e5a3-442f-8ca2-4a3428757fc1","2020-09-12 15:36:58","video","dogs","negative",10
"dislike","e0cb0394-c5b2-447a-a9f4-88604a3ec283","2020-10-02 07:49:11","audio","public speaking","negative",10
"dislike","89cb4504-fccd-40f4-945e-410f74ee4735","2020-09-30 22:28:01","photo","animals","negative",10
"dislike","391a9aa4-c04a-431e-8366-712d92267c2b","2020-09-01 00:08:46","video","public speaking","negative",10
"dislike","82145a60-013e-4d96-81a5-399af8618158","2020-12-09 05:44:36","audio","food","negative",10
"dislike","46219a74-c2db-4479-a96a-d3ee54d1ea7f","2020-10-01 23:23:00","GIF","soccer","negative",10
"dislike","942c5154-791e-47c0-bfad-264a3d6296eb","2020-07-02 23:44:04","audio","animals","negative",10
"dislike","b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8","2020-09-23 13:49:31","GIF","animals","negative",10
"dislike","df6e9952-4e2a-488a-bb83-3a7241f30e6f","2021-05-10 19:51:42","video","culture","negative",10
"dislike","11b96207-c1c5-4083-948d-2942684aae0d","2021-01-07 06:05:59","photo","studying","negative",10
"dislike","4c009116-c94a-4633-83fb-956565358565","2021-01-15 17:50:30","photo","soccer","negative",10
"dislike","3c092e34-bac9-4e63-a7fa-0608fb73914f","2020-11-22 16:27:52","video","soccer","negative",10
"dislike","ee18c383-1e7a-4507-9e78-1061da09143a","2021-01-15 08:48:17","audio","education","negative",10
"dislike","a059c110-6fab-4a4f-9482-eaf2c269911e","2021-06-17 08:56:12","GIF","food","negative",10
"dislike","5dc325aa-d5d1-4552-9997-cd25b7608be9","2020-06-28 04:14:38","audio","healthy eating","negative",10
"dislike","bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c","2020-12-25 00:03:26","GIF","culture","negative",10
"dislike","b5966298-63d8-403e-96ab-9a610eb9752d","2020-10-08 13:26:46","GIF","soccer","negative",10
"dislike","9b3a6d30-48e8-476c-82be-9031524bd04d","2021-05-29 04:16:37","video","food","negative",10
"dislike","a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4","2020-07-27 15:46:40","video","food","negative",10
"dislike","a58c963f-1bec-4eee-b66f-60062a9dd96e","2020-09-14 12:34:06","video","dogs","negative",10
"dislike","e4827a5c-c604-4aad-b7ed-b396b3601b74","2021-06-03 14:49:12","photo","education","negative",10
"dislike","b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8","2020-07-20 23:37:42","GIF","animals","negative",10
"dislike","96ece45a-89e4-4cf8-b216-c860bf8e158e","2020-12-14 15:01:40","photo","food","negative",10
"dislike","4f215b36-f5c4-4294-81f2-80e4906b197d","2021-06-04 02:41:56","video","soccer","negative",10
"dislike","b27bfcfe-64df-499e-b60f-f93d2200c589","2020-12-20 12:45:10","video","soccer","negative",10
"dislike","37331f8d-4fc5-42f6-a367-e59ccde67c45","2020-07-12 14:38:01","audio","soccer","negative",10
"dislike","6fc7f722-0a93-4420-8376-09d6536ecef8","2020-08-17 12:35:14","GIF","fitness","negative",10
"dislike","8d32243c-2dd1-4128-bde1-d643207e582c","2020-10-17 11:51:03","photo","studying","negative",10
"dislike","8338222c-c31f-40f3-883c-44125f36bae8","2021-04-19 23:56:08","video","education","negative",10
"dislike","d706b190-216c-4103-9107-fb7304766d68","2020-12-21 04:41:28","video","cooking","negative",10
"dislike","69ce055c-e0bd-46c5-b856-bf2254d1c490","2020-10-28 03:29:38","GIF","healthy eating","negative",10
"dislike","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","2021-02-27 07:34:23","GIF","food","negative",10
"dislike","2363df47-ee8b-433d-bbfc-34d5ac57e2aa","2020-09-30 16:39:49","audio","travel","negative",10
"dislike","bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed","2020-08-21 23:45:20","video","science","negative",10
"dislike","bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed","2020-10-28 14:56:08","video","science","negative",10
"dislike","c61b7ef6-d7ab-41fc-aebc-dc16f256957f","2021-04-26 18:24:59","GIF","cooking","negative",10
"dislike","56d13215-1444-49b0-8e17-3a888bcd4e1e","2021-04-19 09:35:49","GIF","fitness","negative",10
"dislike","1e1a8878-0435-4171-97e6-fddb4abc3452","2020-11-02 14:39:24","GIF","healthy eating","negative",10
"dislike","9489565a-a899-4693-ad48-369f86b4b862","2020-12-07 05:45:55","GIF","studying","negative",10
"dislike","3cec7ac2-f9b6-4e4c-b392-63c59c3621f2","2020-12-13 19:19:58","GIF","healthy eating","negative",10
"dislike","43da458b-66fe-4723-996c-57dcfad67edf","2021-03-10 04:44:53","GIF","food","negative",10
"dislike","61b45c79-c23b-4bbd-a4fe-0bb3611486c7","2020-07-11 08:10:35","audio","tennis","negative",10
"dislike","45d2d284-1830-45a3-8c9d-95f8bdec3202","2021-01-20 07:33:57","audio","studying","negative",10
"dislike","9531f7f8-d0cc-4e42-9cbb-94d93692653f","2020-07-03 14:36:39","photo","soccer","negative",10
"dislike","35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8","2021-04-04 23:23:56","photo","studying","negative",10
"dislike","8866b759-c55c-4fd3-9753-8a69265c481e","2020-07-23 23:31:40","video","science","negative",10
"dislike","2387f014-e650-4df6-8daf-a9d863c10c7e","2020-09-30 14:30:06","photo","food","negative",10
"dislike","daeddfcc-c030-4674-8317-56a23ab81799","2020-09-04 09:37:06","audio","animals","negative",10
"dislike","9c6b0084-60ba-4e88-a0c7-ba0f61ec2c11","2020-06-30 11:45:20","audio","cooking","negative",10
"dislike","56df8914-9d42-434d-9612-6bb518dd641e","2020-06-24 07:26:20","video","fitness","negative",10
"dislike","0701343b-6105-40e4-b275-7f3d292b9e20","2021-02-15 14:41:58","photo","tennis","negative",10
"dislike","ec6c41c9-509e-43ff-83bb-0e5202b8e62a","2020-06-18 23:32:04","audio","education","negative",10
"dislike","14ed7f7b-2c96-4458-8a39-606c25c14180","2020-09-20 19:56:59","video","tennis","negative",10
"dislike","ed28489e-90b0-4daa-a1fa-22170cdc89d5","2021-01-27 06:54:58","audio","veganism","negative",10
"dislike","8e0f1d3e-b588-44de-a423-8224eb26aa99","2020-12-08 03:12:27","audio","healthy eating","negative",10
"dislike","461cb0ce-0b43-4f13-a8bd-847fc6428c6c","2020-09-10 23:04:24","photo","fitness","negative",10
"dislike","9a5951a5-a36f-404e-a746-f6023c160fc0","2021-05-28 17:59:40","GIF","science","negative",10
"dislike","9c6b0084-60ba-4e88-a0c7-ba0f61ec2c11","2021-04-16 22:26:23","audio","cooking","negative",10
"dislike","fa39acec-96b1-441d-8f85-16dfb44bdfba","2021-03-28 01:43:08","photo","culture","negative",10
"dislike","6e418568-a2b9-4d08-b241-06362c96a7f1","2020-12-16 02:18:26","video","food","negative",10
"dislike","e1792fe6-28e0-49fc-8b01-0e027461d8b5","2021-02-01 17:42:07","GIF","technology","negative",10
"dislike","aa6c9668-7455-4a4c-9915-f7d4cb56c8c6","2020-07-29 10:55:23","photo","animals","negative",10
"dislike","850fe90d-47d6-4eb7-b9c8-810afcb99ce9","2020-12-22 01:07:31","video","tennis","negative",10
"dislike","b6f447e5-0a89-468a-8ad2-fd45676170d5","2021-04-10 00:54:08","photo","veganism","negative",10
"dislike","d347afb6-c092-4301-ba7d-4c59d10142cb","2021-01-04 21:24:25","photo","tennis","negative",10
"dislike","41c97dd6-3f0d-4a6c-9083-2163e8e08e19","2021-03-27 11:22:49","video","public speaking","negative",10
"dislike","4fa14453-7b29-4302-b51f-9aa23b472c1b","2020-10-19 19:31:18","audio","animals","negative",10
"dislike","760e026f-8373-4aa4-acb5-03eb102fc733","2020-10-10 22:39:47","audio","food","negative",10
"dislike","4bdd31e0-2f59-4262-bcbe-546678a3d203","2020-10-23 19:44:44","photo","healthy eating","negative",10
"dislike","d03efe68-5986-48c4-8767-93b8f5881004","2020-12-28 14:09:33","GIF","animals","negative",10
"dislike","567ddaca-f9aa-4e53-b9b7-b745a1ac0c95","2021-05-30 19:45:48","video","culture","negative",10
"dislike","b529487b-160b-48cd-aacc-2741b18462c6","2021-05-12 15:11:06","GIF","studying","negative",10
"dislike","67f2a150-6086-4cbd-8d21-46250ccef5a2","2020-11-12 20:14:51","GIF","cooking","negative",10
"dislike","d374af60-1487-4ee4-ac6a-fcc59ae6ea45","2020-10-20 03:39:59","photo","dogs","negative",10
"dislike","461cb0ce-0b43-4f13-a8bd-847fc6428c6c","2021-03-08 22:15:00","photo","fitness","negative",10
"dislike","4dd4da35-453e-466d-95ca-b1a7710fac1f","2020-12-09 11:46:41","GIF","technology","negative",10
"dislike","9a517a10-7dd2-4a30-b67a-925569d9ed84","2020-08-05 14:42:41","audio","science","negative",10
"dislike","5444a751-c58b-456a-9fc9-1e4f292f2920","2020-10-03 01:25:35","GIF","cooking","negative",10
"dislike","f3e9785c-d4e0-4258-a876-4d58ddb38790","2021-02-16 13:26:36","GIF","studying","negative",10
"dislike","bb9dcde7-55bb-4fb8-b349-caa58fb08823","2020-11-07 08:58:04","GIF","healthy eating","negative",10
"dislike","3d02ae44-c8f2-4d2d-a64c-9355a4f46430","2021-06-15 20:32:53","GIF","fitness","negative",10
"dislike","41c97dd6-3f0d-4a6c-9083-2163e8e08e19","2020-10-26 07:44:52","video","public speaking","negative",10
"dislike","350e0d40-e036-459c-9cbe-73e003c33cfa","2021-04-03 03:21:03","photo","technology","negative",10
"dislike","4304a382-1527-4e7d-af7b-691d976f9ad4","2020-08-11 18:43:33","video","tennis","negative",10
"dislike","41c97dd6-3f0d-4a6c-9083-2163e8e08e19","2021-01-14 13:31:29","video","public speaking","negative",10
"dislike","f3e9785c-d4e0-4258-a876-4d58ddb38790","2021-02-09 15:59:36","GIF","studying","negative",10
"dislike","6380e982-07ac-4d21-bd23-cec0bcfa1ff9","2021-03-16 19:20:09","photo","soccer","negative",10
"dislike","c6616e7c-f815-46d0-9b1d-d7ea977f5d32","2021-01-12 06:32:11","audio","technology","negative",10
"dislike","3d8fffab-6107-4d7b-9485-c610e233c91c","2020-06-28 04:43:28","photo","studying","negative",10
"dislike","8f4cea30-10e7-4806-8c01-d78ef6bcbfa8","2020-07-03 08:30:16","photo","tennis","negative",10
"dislike","b3bcbff0-d160-4fbc-b3c6-8113ceb38056","2021-04-30 11:26:05","audio","science","negative",10
"dislike","a4067fb5-3ba8-4f97-87c2-ddad5e4029c2","2020-12-03 11:55:59","GIF","food","negative",10
"dislike","cc253c91-6df6-4de5-ab4e-6d1127620fd6","2021-06-15 07:34:56","photo","science","negative",10
"dislike","cb0bd265-610e-4d5f-bc00-1732f58562dc","2020-11-10 04:28:01","GIF","science","negative",10
"dislike","4ae90f6e-da63-4ce2-a357-a4b36c739b80","2021-02-14 11:53:50","GIF","travel","negative",10
"dislike","77099957-1551-435e-b386-704d8b91a46e","2020-07-01 05:33:08","audio","cooking","negative",10
"dislike","58059956-4cde-4671-9baf-904851731540","2020-10-11 11:39:10","audio","education","negative",10
"dislike","350e0d40-e036-459c-9cbe-73e003c33cfa","2020-11-26 08:36:57","photo","technology","negative",10
"dislike","73fde78d-7908-4406-8377-747873ecd29a","2020-11-07 17:18:01","video","studying","negative",10
"dislike","a8160135-2d55-4240-8f28-fbee5ec84801","2021-05-01 09:33:00","video","studying","negative",10
"dislike","227a8c57-e5a0-46a8-999d-fcdea42c0905","2021-02-10 18:37:44","photo","education","negative",10
"dislike","8526d7cd-bf33-4bf4-aa07-2c25c610cc74","2020-12-30 16:13:13","audio","dogs","negative",10
"dislike","041bf6c9-8b33-4ca0-a787-762eb8837d0c","2020-12-28 11:01:40","GIF","food","negative",10
"dislike","7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f","2021-06-17 21:53:23","audio","animals","negative",10
"dislike","461cb0ce-0b43-4f13-a8bd-847fc6428c6c","2020-07-07 16:47:33","photo","fitness","negative",10
"dislike","3d8fffab-6107-4d7b-9485-c610e233c91c","2021-06-05 00:37:37","photo","studying","negative",10
"dislike","d200b97e-f661-4502-80d1-1e458816d558","2020-10-16 00:18:43","audio","science","negative",10
"dislike","227a8c57-e5a0-46a8-999d-fcdea42c0905","2020-09-18 22:01:05","photo","education","negative",10
"dislike","8891433d-d874-4bd5-a8ca-4114a4131b20","2021-05-22 10:31:20","GIF","tennis","negative",10
"dislike","9c066976-30e0-405e-9973-5c4342271a70","2020-08-03 10:26:26","audio","tennis","negative",10
"dislike","bd656a40-09c1-4219-8210-e667136e3734","2021-04-24 15:38:53","GIF","culture","negative",10
"dislike","df6e9952-4e2a-488a-bb83-3a7241f30e6f","2021-04-22 08:29:41","video","culture","negative",10
"dislike","b07a2298-7c03-49b3-a0a6-c65333847598","2020-06-27 22:29:36","GIF","culture","negative",10
"dislike","67766c84-7d8d-46e2-b2e8-8b0f8dc27193","2020-10-16 17:47:45","photo","veganism","negative",10
"dislike","aafa015b-7447-421e-91bb-b64720402d9e","2021-03-21 20:35:40","video","cooking","negative",10
"dislike","76898916-4024-4c32-909b-dd240879d76a","2021-03-19 05:46:21","GIF","animals","negative",10
"dislike","8f12f846-7528-4516-aa7c-f937d868c904","2021-05-16 03:47:09","GIF","culture","negative",10
"dislike","b81f446e-be9b-4fff-8faf-7732c6306c75","2021-01-22 05:53:05","audio","cooking","negative",10
"dislike","9b480f9e-cef3-46cc-8ea1-c116cded9661","2021-01-25 15:34:44","audio","public speaking","negative",10
"dislike","62e3c102-b551-4625-b949-d589babb16d8","2020-10-13 12:05:48","photo","soccer","negative",10
"dislike","6f48fe2b-7c20-4065-8ae9-7bea61275dc7","2020-07-04 03:46:05","GIF","science","negative",10
"dislike","6aa06c00-d796-43c3-816d-70f21fe58f80","2021-04-09 03:10:41","audio","science","negative",10
"dislike","56b0b1ab-a07c-4379-b699-80ccc8689c85","2021-04-20 09:22:19","video","culture","negative",10
"dislike","b0fbee80-d1fe-4be5-9a32-47f61e395669","2021-03-27 14:41:12","photo","dogs","negative",10
"dislike","19179d57-4950-4a98-87fa-98f824551a6f","2021-02-14 06:24:02","photo","education","negative",10
"dislike","3ca5a22f-aebc-4421-a960-d787d732f1ec","2020-08-18 12:08:24","audio","healthy eating","negative",10
"dislike","87bf6cd4-f955-418b-aa84-9bfffcb4abeb","2021-04-27 07:18:39","GIF","healthy eating","negative",10
"dislike","501b2f88-999b-4ad9-b2f5-4b9c36a31259","2021-04-20 01:16:10","photo","cooking","negative",10
"dislike","7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f","2020-10-07 03:06:43","audio","animals","negative",10
"dislike","46219a74-c2db-4479-a96a-d3ee54d1ea7f","2020-08-16 05:47:47","GIF","soccer","negative",10
"dislike","49367a0f-1fd5-4417-a7c9-4a154e1ae0ad","2021-03-18 18:58:00","photo","technology","negative",10
"dislike","a861f7e7-b2f5-4d86-966c-7503c8faaeca","2020-11-27 02:51:13","GIF","animals","negative",10
"dislike","56b0b1ab-a07c-4379-b699-80ccc8689c85","2020-09-29 16:21:46","video","culture","negative",10
"dislike","2664a681-e732-422f-b529-02fabb6ec9ab","2021-03-17 13:48:13","audio","healthy eating","negative",10
"dislike","2b6921de-e7f2-4e30-8feb-36bd41becaf0","2020-10-18 22:46:53","audio","travel","negative",10
"dislike","03e51c25-cba9-471b-b627-f15550b83fca","2021-05-31 07:59:00","GIF","veganism","negative",10
"dislike","964a54b7-7dc7-40b0-bd94-9898b670f9cd","2020-09-16 10:36:15","photo","science","negative",10
"dislike","90418e93-aa5a-4608-866e-25464b617c9b","2020-12-06 02:46:22","audio","science","negative",10
"dislike","1735c0ee-4834-4428-8e6c-014e8fd44bc5","2021-02-10 15:24:17","video","technology","negative",10
"dislike","d288a4cb-6361-4d4b-925f-a0bf2e3350ec","2020-10-14 17:52:31","GIF","technology","negative",10
"dislike","853e37de-5ba2-447a-a0dd-a1b4407e5ec4","2021-04-12 04:06:28","photo","travel","negative",10
"dislike","632875ea-56de-4160-a76c-d1b3ae9e566f","2020-12-07 00:29:54","GIF","public speaking","negative",10
"dislike","97522e57-d9ab-4bd6-97bf-c24d952602d2","2020-11-29 21:33:04","photo","studying","negative",10
"dislike","2c9b8ec2-7eb1-47fd-891d-a5b23c019839","2020-08-22 07:52:21","audio","culture","negative",10
